year,3,4,5,6,7,8,9,10,11,12,13,14,15,source
1970,0.311072,0.427458,0.55009,0.674562,0.797415,0.916081,1.028772,1.134344,1.232157,1.321963,1.403799,1.477905,1.544656,Predicted
1971,0.307228,0.452313,0.576279,0.701144,0.82365,0.941422,1.052838,1.156889,1.253046,1.341142,1.421276,1.49373,1.558912,Predicted
1972,0.321568,0.433307,0.585158,0.711117,0.834228,0.952199,1.063499,1.167202,1.262849,1.350331,1.429793,1.501553,1.566041,Predicted
1973,0.313585,0.464989,0.584425,0.738544,0.862507,0.980459,1.091068,1.193594,1.287737,1.373516,1.451177,1.521113,1.58381,Predicted
1974,0.329852,0.457189,0.6163,0.738007,0.890127,1.008925,1.119505,1.221329,1.314283,1.398545,1.47449,1.542613,1.603475,Predicted
1975,0.298991,0.579313,0.720039,0.883094,1.001329,1.144476,1.250469,1.345787,1.430982,1.506773,1.573952,1.633328,1.685689,Predicted
1976,0.332728,0.441983,0.729979,0.872966,1.034031,1.147123,1.28293,1.380174,1.465961,1.541319,1.607317,1.664999,1.71534,Predicted
1977,0.294369,0.63373,0.759139,1.051895,1.190692,1.340931,1.438571,1.555963,1.633143,1.698221,1.752966,1.798972,1.837634,Predicted
1978,0.324975,0.425699,0.772108,0.899593,1.190521,1.324595,1.468092,1.557697,1.666336,1.73448,1.790565,1.836587,1.874294,Predicted
1979,0.32522,0.483367,0.592591,0.941505,1.066786,1.352017,1.477959,1.611767,1.690814,1.788555,1.845853,1.891417,1.92743,Predicted
1980,0.309436,0.567516,0.738667,0.851723,1.197264,1.31383,1.586623,1.697742,1.815398,1.877776,1.958924,2.000129,2.030383,Predicted
1981,0.29829,0.499527,0.767809,0.941965,1.052375,1.391079,1.497887,1.759051,1.857499,1.962077,2.011437,2.079959,2.109153,Predicted
1982,0.28816,0.424556,0.632569,0.902848,1.075247,1.181115,1.513338,1.612421,1.865168,1.954929,2.05086,2.091833,2.152377,Predicted
1983,0.338035,0.465312,0.611216,0.82203,1.089842,1.25587,1.352645,1.674029,1.761304,2.001863,2.079492,2.163657,2.193437,Predicted
1984,0.333252,0.4394,0.572117,0.719624,0.929027,1.193194,1.354018,1.444591,1.759219,1.839519,2.073137,2.144034,2.221794,Predicted
1985,0.369905,0.47498,0.588734,0.723692,0.869227,1.073532,1.330424,1.482577,1.563703,1.868579,1.939175,2.163378,2.22532,Predicted
1986,0.304231,0.439473,0.548282,0.663136,0.797126,0.940158,1.140893,1.393528,1.541044,1.617383,1.917496,1.98347,2.203279,Predicted
1987,0.349399,0.40203,0.542521,0.652877,0.76637,0.896842,1.034853,1.229605,1.475721,1.616508,1.68615,1.979767,2.039562,Predicted
1988,0.321568,0.430801,0.487801,0.62958,0.738802,0.849367,0.97566,1.108692,1.298017,1.538533,1.673746,1.737981,2.026454,Predicted
1989,0.275451,0.412535,0.52665,0.585088,0.725601,0.831551,0.937447,1.058175,1.185143,1.368209,1.602495,1.731666,1.790154,Predicted
1990,0.28947,0.422648,0.567631,0.684074,0.740464,0.875682,0.974076,1.070966,1.181882,1.298723,1.47171,1.696219,1.816089,Predicted
1991,0.303474,0.455308,0.597385,0.744991,0.859126,0.909551,1.036256,1.124504,1.21034,1.309847,1.415331,1.577302,1.791333,Predicted
