# log_sd_coh:
-1.91154290398
# log_sd_yr:
-1.03818633545
#  log_sd_coh 
#-1.98727706842
#  log_sd_yr 
#-0.924404021297
#log_sd_coh 
#-1.8911e+00
#log_sd_yr  
#-2.2626e+00 
#	Datafile	created	in	R																																
#cur_yr																																				
2018																																				
#styr...good	idea	perhaps	to	have	this	started	well	before	data	to	get	cohort	effects	involved...no	fancy	indexing	to	get	1st-year																	
0.322599842	0.447838099	0.49299942	0.539617152	0.643945921	0.777729118	0.962942526	1.016881171	1.129813689	1.2348227	1.341550225	1.492696122	1.597307955																								
0.242097182	0.47871877	0.570174017	0.630398491	0.706960632	0.943517669	1.120632495	1.074950268	1.151910529	1.277381101	1.336984662	1.421991783	1.500662578																								
0.170425206	0.371040279	0.474449019	0.627252046	0.652453729	0.783891458	0.899530746	1.099486156	1.044712268	1.22146508	1.220370972	1.338240679	1.544376132																								
0.153694442	0.326784333	0.496211995	0.575992597	0.696485161	0.778836405	0.938872965	1.020987554	1.271397706	1.377276768	1.414034977	1.549745135	1.637594543																								
0.237302202	0.337008535	0.406225331	0.536663279	0.677449172	0.769448281	0.937449508	1.013007556	1.122740689	1.269260611	1.226747727	1.462127718	1.569379946																								
0.18395847	0.343457052	0.467325173	0.508788998	0.659699297	0.804256054	0.894104274	0.957632151	1.057476431	1.347557658	1.345390004	1.76386784	1.809621337																								
0.216061934	0.353778771	0.416892653	0.557486817	0.631061691	0.761673688	0.961408199	0.985861873	1.074576216	1.161973729	1.519407284	1.725116384	1.868934275																								
0.239769422	0.374622247	0.447404517	0.517588065	0.642992422	0.701421721	0.769493627	0.943930509	1.127326	1.188505227	1.299610672	1.436332035	1.810123968																								
0.165574302	0.375526689	0.502198922	0.598478222	0.670413334	0.76372212	0.852253043	0.905657722	1.09306099	1.193116283	1.402188147	1.383885119	1.679810607																								
0.256041201	0.378668365	0.511936292	0.63415806	0.66269649	0.798329833	0.890662624	0.927567666	0.938674132	1.100236058	1.195096833	1.400508004	1.864319147																								
0.34071357	0.431101045	0.567624167	0.687699017	0.744669538	0.849112783	0.903518873	0.963793721	0.969339234	1.018760513	1.02541601	1.119599235	1.187132202																								
0.305125979	0.480130747	0.554073566	0.676394254	0.751544275	0.782959048	0.933529769	0.940873734	1.027809789	1.03466438	1.107471945	1.320152974	1.375913273																								
0.240513496	0.391287336	0.510362644	0.583253824	0.68831302	0.792107211	0.862327471	0.90140993	1.005624768	1.058454598	1.089917332	1.186867297	1.31729541																								
0.14851422	0.375315876	0.514662519	0.605154692	0.716904927	0.803342831	0.896460659	1.027403783	1.070192948	1.153412765	1.25485842	1.230598102	1.329210005																								
0.311736257	0.443167691	0.547936238	0.668329075	0.771247587	0.837861801	0.915181194	1.059712693	1.108413383	1.089317951	1.275554786	1.266667186	1.372976988																								
0.22928535	0.427276881	0.529998373	0.643420241	0.756664467	0.857774606	0.91936506	1.059508689	1.204851527	1.186559968	1.344206973	1.505740529	1.534275274																								
0.22155185	0.411230758	0.563214293	0.686879284	0.84501317	0.915263176	0.956244121	1.16628775	1.16505241	1.431930762	1.430776927	1.529248434	1.761036357																								
0.244354571	0.4027184	0.541105817	0.669874509	0.8933253	0.978148202	1.015991923	1.113304552	1.145580079	1.25887292	1.42428475	1.526776814	1.934781034																								
0.233275883	0.425946504	0.548479995	0.640717298	0.794541018	0.995259834	1.09421236	1.140071058	1.229364446	1.279440978	1.399569135	1.446563485	1.617166894																								
0.206783152	0.361043331	0.535479056	0.662714892	0.794216647	0.915873717	1.190771037	1.216321331	1.271804511	1.318075566	1.40640952	1.642407962	1.898995889																								
0.225205387	0.423763032	0.49225945	0.617416583	0.823676879	0.970024042	1.079252287	1.212366721	1.28790702	1.334696599	1.450174793	1.602957974	1.707280209																								
0.219225322	0.359779996	0.476642416	0.601353251	0.653130277	0.880670257	0.966110461	1.105464114	1.288349495	1.30099061	1.35563472	1.454922533	1.623502538																								
0.288273618	0.391657484	0.517743591	0.595091147	0.717680482	0.802753698	1.037410968	1.068790319	1.304994392	1.57471401	1.343204782	1.556839146	1.75562709																								
0.241921837	0.434082258	0.507849995	0.603488265	0.6897681	0.774718989	0.837225941	0.915688442	1.062030931	0.968185147	1.333656715	1.577354939	1.583655261																								
0.198306373	0.398275248	0.527987789	0.595204387	0.685967599	0.736540379	0.818095286	0.819148452	0.947346988	0.815786201	1.182831599	1.319474816	1.57842663																								
0.206184551	0.374389232	0.495020775	0.602693838	0.696799029	0.74444716	0.839313769	0.877787425	0.959051812	0.935130487	1.017570394	1.069069854	1.120569314																								
#fishery_std																																				
0.021605511	0.024038474	0.011108916	0.013068533	0.01364881	0.025390762	0.01603571	0.04785954	0.028840173	0.061713662	0.02989698	0.079101107	0.042479677																								
0.013015417	0.017768447	0.029994919	0.034743527	0.01988248	0.019242317	0.029120941	0.028386884	0.040950972	0.043180728	0.099111138	0.063108216	0.070176808																								
0.007263793	0.00336784	0.015743791	0.034785541	0.048427503	0.037807827	0.024526743	0.037252591	0.045262269	0.070996466	0.084197804	0.137131081	0.080226889																								
0.030867138	0.011973087	0.006443091	0.017013992	0.044153068	0.112821036	0.07140033	0.060052166	0.062632486	0.056807063	0.078558952	0.133707637	0.09160831																								
0.017587719	0.017543511	0.012891362	0.0081151	0.018725212	0.034076106	0.081516954	0.086935966	0.054726444	0.130625395	0.065389336	0.420537455	0.128227756																								
0.025513372	0.032509207	0.02216365	0.013912829	0.00985817	0.017537504	0.034525518	0.054035478	0.144348349	0.116791539	0.100908367	0.071130489	0.221389777																								
0.025731642	0.011230954	0.008025997	0.012404352	0.013520516	0.019270053	0.034269131	0.068189948	0.136332744	0.107623861	0.237897431	0.106937945	0.08432851																								
0.023109863	0.033703403	0.020551089	0.007403489	0.020498448	0.028560944	0.023569207	0.059302529	0.102224348	0.144398761	0.176122532	0.191750237	0.166864589																								
0.004469349	0.006772217	0.012955398	0.012801452	0.005862313	0.020496018	0.032765309	0.045366014	0.15936892	0.176716455	0.454295655	0.567532451	0.292287574																								
0.01317179	0.005378581	0.00643543	0.015328221	0.012106051	0.008426377	0.026105697	0.056069564	0.050912493	0.128293655	0.517200141	0.782426469	0.525553385																								
0.014189697	0.014503995	0.008022928	0.011789586	0.027060846	0.024006624	0.01906217	0.049236391	0.064022005	0.08827839	0.139330491	0.140921585	0.465922006																								
0.013677535	0.008496131	0.011496138	0.007577507	0.013102606	0.025345229	0.031744788	0.027309223	0.057896127	0.065651514	0.102749104	0.338549305	0.266928894																								
0.004881865	0.010235689	0.008767798	0.010880374	0.010820829	0.019388832	0.036393164	0.056556524	0.053194161	0.06534301	0.136545027	0.281449314	0.224443622																								
0.016737651	0.005251114	0.008125983	0.015077705	0.015460234	0.016834738	0.030535333	0.076785513	0.060222123	0.05376421	0.138525544	0.164419974	0.08990976																								
0.016799403	0.005621433	0.004963591	0.00803258	0.017975918	0.028854893	0.028348145	0.053329929	0.087882674	0.069830973	0.270629927	0.265125211	0.33326801																								
0.013426054	0.007002026	0.0056936	0.007349748	0.012553865	0.024335311	0.034567632	0.035748487	0.098673541	0.130588475	0.112138309	0.151421035	0.122443389																								
0.00945835	0.010006097	0.006265659	0.006643639	0.012274326	0.020832594	0.039458918	0.056012856	0.056725614	0.113664416	0.156277176	0.115862085	0.087248998																								
0.010500938	0.011378078	0.010099951	0.007133433	0.011611775	0.018441737	0.026218198	0.069241399	0.087825372	0.086570289	0.080151534	0.231073415	0.105310966																								
0.005600874	0.008968675	0.025832669	0.017252326	0.018419985	0.026075809	0.037870833	0.054867573	0.114142528	0.103020539	0.090082093	0.302843075	0.088794781																								
0.02591988	0.003232425	0.009429014	0.032025853	0.030029727	0.036251952	0.034792477	0.047864975	0.073831644	0.087069418	0.123853254	0.125971075	0.123119564																								
0.005228308	0.012701963	0.004391215	0.010573829	0.030224092	0.040986134	0.049872932	0.052176694	0.061318963	0.08985823	0.316228224	0.146025424	0.21035065																								
0.008057466	0.002454382	0.015476928	0.008063323	0.021431728	0.053120131	0.081738624	0.108440957	0.089125032	0.101053435	0.139936496	0.223405093	0.469400789																								
0.008599982	0.005182068	0.003888529	0.019006833	0.02465645	0.037551069	0.074271307	0.093639292	0.103648263	0.106164314	0.135903774	0.228847725	0.144345138																								
0.017387987	0.007778596	0.006637424	0.00502252	0.015110731	0.02725955	0.055728905	0.132766545	0.162429992	0.182761933	0.151774408	0.272962277	0.154055204																								
0.002794302	0.00820776	0.008255841	0.006521371	0.00607659	0.021149013	0.045075605	0.077963545	0.189739277	0.25888011	0.166579927	0.272209021	0.427514954																								
0.012866778	0.001812696	0.009756669	0.010115139	0.013181778	0.010884867	0.046418426	0.078529867	0.119611164	0.724222296	0.713092402	0.665604425	1.095747272																								
0.030653685	0.004817741	0.004073691	0.009149637	0.010911664	0.014030175	0.016258582	0.046177721	0.085541558	0.148372433	0.23580199	0.323231547	0.174713885																								
#survey_std																																				
0.005664333	0.007961743	0.02216988	0.05086157	0.04203686	0.0897208	0.0849299	0.08233834	0.1434609	0.1323659	0.2604964	0.5240505	0.9576216																								
0.01722807	0.01063959	0.008246576	0.02882101	0.07953342	0.04868248	0.08042275	0.1253238	0.1355246	0.2224058	0.2271052	0.6190246	0.4083328																								
0.01589138	0.01269955	0.01859945	0.01186771	0.03855988	0.0816565	0.08896052	0.09364549	0.1589672	0.1267128	0.3288749	0.2171158	0.3208564																								
0.01716954	0.01871873	0.01146195	0.01955344	0.0240885	0.07811131	0.1052405	0.1835762	0.2177647	0.2552567	0.2830395	0.7978492	1.229607																								
0.02535855	0.01816501	0.02567227	0.01883581	0.01890771	0.02696739	0.05297805	0.1824696	0.1904303	0.6218655	1.080592	0.4075527	0.999999																								
0.01763463	0.01564797	0.01141263	0.0241498	0.02109411	0.03295613	0.01787129	0.06862066	0.1137166	0.1034399	0.2977558	0.3879939	0.628003																								
0.02347588	0.01721373	0.02906753	0.0132848	0.03199353	0.03845967	0.033909	0.0328449	0.1154864	0.09156681	0.1968098	0.4490873	0.3226288																								
0.009058762	0.01850256	0.01105327	0.02856352	0.014127	0.04610153	0.04745472	0.07493673	0.03689958	0.105456	0.08637337	0.1478178	0.1183263																								
0.03404909	0.01286737	0.01617301	0.0109316	0.03533581	0.02275774	0.07366996	0.03206871	0.1199156	0.04418868	0.1808435	0.1677783	0.2003139																								
0.01925747	0.06246915	0.02341307	0.03115589	0.02345214	0.03622844	0.02935622	0.06072696	0.06256452	0.1402148	0.08324274	0.2042443	0.1753694																								
0.008388483	0.02777859	0.03052669	0.02385975	0.02931398	0.02634242	0.04807415	0.02938248	0.05882687	0.0602485	0.09430038	0.1047408	0.1664369																								
0.01175226	0.008846475	0.01894155	0.02511642	0.04201981	0.02884831	0.02198732	0.03268413	0.04635575	0.0514243	0.09312149	0.09301166	0.09525534																								
0.02517889	0.01762465	0.01366588	0.02799876	0.0630373	0.08248738	0.0682077	0.05043697	0.0570731	0.05438596	0.1157862	0.1486918	0.1148081																								
0.02074332	0.01567738	0.02037082	0.02532903	0.03304428	0.06907199	0.06539084	0.06467937	0.05358014	0.066953	0.05905273	0.06558317	0.06549227																								
0.02451021	0.03025856	0.01465564	0.01999358	0.02419503	0.03454477	0.06012165	0.05981509	0.07630835	0.0547928	0.1384308	0.05467129	0.07739698																								
0.02302434	0.02562803	0.01272514	0.03063401	0.02429829	0.02472418	0.07291903	0.07278884	0.1059295	0.08879166	0.1247515	0.0911014	0.06528566																								
0.0181519	0.0174463	0.02692943	0.01301093	0.03110015	0.03550319	0.0486426	0.1022301	0.184317	0.1705235	0.1326343	0.09011994	0.06014113																								
0.01780578	0.01373531	0.02415169	0.01608286	0.01589811	0.03591707	0.05799045	0.07101529	0.09012281	0.1378075	0.1678738	0.1202599	0.07677056																								
0.01386235	0.01503715	0.01565669	0.0195198	0.0181871	0.0137859	0.03267842	0.05421765	0.1055779	0.07294733	0.2015171	0.2019699	0.07636246																								
0.02040254	0.02417489	0.01896382	0.01742104	0.02637926	0.04830813	0.03176522	0.03732375	0.07236482	0.07879956	0.07892178	0.2299645	0.1069153																								
0.02073646	0.01505223	0.01995982	0.02034767	0.02842343	0.0399253	0.03693573	0.03155191	0.05806036	0.08941015	0.1227208	0.1989188	0.0881323																								
0.01779273	0.01713986	0.01797352	0.02062603	0.0221546	0.02783475	0.03670951	0.04140862	0.03095687	0.05796409	0.1261294	0.1683836	0.2957791																								
0.03998411	0.01987119	0.01730828	0.02119009	0.02270294	0.02973861	0.03487575	0.05812796	0.05947225	0.05007217	0.07581379	0.1859808	0.1770713																								
0.02867234	0.02058001	0.01539908	0.02128127	0.02918245	0.03859642	0.04192901	0.05460591	0.1090927	0.05677026	0.04435786	0.0721601	0.0644328																								
0.02340518	0.02185644	0.01614565	0.01490245	0.02046277	0.0269336	0.06336659	0.04790992	0.0631438	0.08578466	0.06967716	0.07227323	0.07258644																								
0.05801263	0.02359224	0.01807046	0.01899012	0.02587804	0.03821418	0.05729322	0.1017088	0.08703601	0.1017317	0.1338591	0.12772	0.07520156																								
0.05195741	0.02220881	0.02004791	0.01839256	0.02293531	0.0340641	0.04533931	0.06555227	0.07902683	0.1038405	0.1430125	0.1839642	0.07759835																								
0.02563429	0.02733582	0.04045674	0.03160969	0.02548637	0.03059427	0.05137112	0.06224929	0.08122203	0.1100941	0.1632128	0.1833928	0.110549																								
0.03545	0.009764092	0.01807605	0.03997004	0.03898468	0.0363093	0.03276726	0.05304533	0.05829443	0.1079276	0.1591029	0.237518	0.09717829																								
0.02430371	0.03039656	0.02591536	0.02965058	0.03427844	0.03922989	0.031492	0.03524732	0.0465349	0.06308471	0.08719033	0.1318527	0.1154077																								
0.02109148	0.00765163	0.01922465	0.01625183	0.03027873	0.05760212	0.04254489	0.04693185	0.04979718	0.05665569	0.07201596	0.1229591	0.1148088																								
0.02757502	0.015863	0.009792335	0.01927147	0.02507256	0.03390954	0.07157326	0.07590926	0.0630203	0.08069805	0.09932758	0.1107449	0.1195791																								
0.03384863	0.02619925	0.01517802	0.008176963	0.014352	0.03585322	0.05801889	0.08864952	0.1563536	0.1019442	0.07877049	0.1668001	0.1045352																								
0.009327714	0.01799692	0.01266293	0.01053552	0.007633119	0.01482481	0.04116468	0.0554372	0.1518745	0.1280846	0.1337307	0.1576199	0.128901																								
0.024936557	0.021596461	0.016184708	0.016090807	0.01990895	0.030438084	0.038606352	0.048380498	0.077247656	0.060501707	0.09059902	0.142274507	0.107584916																								
0.020396885	0.018093614	0.015202354	0.013535047	0.017840243	0.02891929	0.040559992	0.046870671	0.075515285	0.053129284	0.081686055	0.118763293	0.106147046																								
0.021242554	0.018823275	0.013549337	0.013490444	0.016433372	0.025711572	0.043936824	0.053497207	0.08422768	0.065043046	0.073906741	0.099462599	0.076878723																								
