544904 320500 202968 262732 263861 272112 459392 378936 467682 270678 203081 204233 214227 330343 112287 165338 129230 201479 257722 178332 241788 422214 161117 235236 92441.588095 216870 128983 88934.189689 187409 100703 170312 205064 380043 252888 227734 173925 122779 250854
320500 1503550 565044 609234 648536 675246 1099830 827900 1039600 617281 499734 475961 459292 695428 241877 432267 209100 377473 609738 362134 518933 1020640 383548 525152 246020 509664 358506 212364 417129 275689 270457 476811 854875 608879 434617 444038 287508 500433
202968 565044 984802 428896 427093 437040 797410 619999 731064 400190 341518 359512 292758 627869 175054 266206 153173 348355 542683 258210 378926 724313 261146 372376 173446 360619 234583 133989 303182 191559 234049 339713 616174 414282 330934 327500 177362 382162
262732 609234 428896 1097460 566126 531000 948003 809762 1079380 553623 454620 474133 485449 793561 245682 366519 205779 415252 582808 351153 514888 808509 330696 502921 204430 470810 313472 221745 384708 234767 262064 430982 804253 550517 459060 388124 291219 510385
263861 648536 427093 566126 1226740 598374 907836 706469 935814 518140 393816 396961 445271 664987 213481 338485 209781 336818 563985 290231 435664 740346 299155 452263 194584 436555 282772 188703 334571 246148 230687 409053 738210 510066 417132 355523 235118 431330
272112 675246 437040 531000 598374 2150930 978148 807703 1087150 574482 422394 428922 401599 737913 231453 379131 229335 406377 564352 330617 448350 989340 299943 406306 215173 457597 294350 214828 394704 286484 278709 407869 747835 533935 451286 407571 233284 418928
459392 1099830 797410 948003 907836 978148 3956020 1215640 1631840 969235 810631 797934 752862 1378050 337291 596102 314953 704516 940059 556147 764770 1867160 526126 819386 348670 712473 463185 349701 617350 406887 394712 693353 1181300 849154 658532 659722 415833 773191
378936 827900 619999 809762 706469 807703 1215640 2190910 1175740 681352 613030 637882 612781 930968 291146 487856 265205 542354 880239 461901 586270 1032880 415745 673113 271376 622922 388486 257218 487184 330296 397548 546712 1083390 734241 562849 551342 298946 647399
467682 1039600 731064 1079380 935814 1087150 1631840 1175740 5679850 956602 744361 762767 691314 1465300 364915 623447 366284 607768 1000430 539834 833921 1736840 525667 867776 295863 713285 533215 366818 693445 370875 409937 716260 1255390 938474 755223 708678 308017 806887
270678 617281 400190 553623 518140 574482 969235 681352 956602 2144800 386097 369958 419443 657291 226792 328454 188863 352456 539265 310870 469257 953236 260117 446769 172384 436691 242497 180472 324422 228492 269512 395810 642150 512999 379769 380903 302004 441313
203081 499734 341518 454620 393816 422394 810631 613030 744361 386097 1316980 296881 354868 514195 159597 239244 160907 302857 400579 215241 349103 902624 221245 344378 145620 362792 237256 142451 273298 185178 200011 302603 575133 380318 306333 326331 146963 274894
204233 475961 359512 474133 396961 428922 797934 637882 762767 369958 296881 1138360 377228 625722 162753 269145 149156 301401 486120 254279 362202 408149 246258 360689 178035 347243 240224 160179 275757 187495 192408 336533 557474 453768 346859 323583 161222 353708
214227 459292 292758 485449 445271 401599 752862 612781 691314 419443 354868 377228 1299050 499182 170098 295075 164350 277757 450516 226919 332552 542244 260668 405549 170481 398957 231213 164614 320879 195160 204091 320514 628495 386038 324785 297660 174665 373807
330343 695428 627869 793561 664987 737913 1378050 930968 1465300 657291 514195 625722 499182 5977030 237534 463864 199193 528197 725884 337523 655497 1550980 429414 582584 254057 506328 319096 229570 492895 275795 383980 576034 866976 732432 524453 516800 283910 616914
112287 241877 175054 245682 213481 231453 337291 291146 364915 226792 159597 162753 170098 237534 264087 115286 88584.484121 156824 226340 119426 203187 306789 120755 189272 84559.93827 188349 107415 85347.397818 110945 88079.126801 105970 159916 282662 206035 154528 149899 96350.600238 174089
165338 432267 266206 366519 338485 379131 596102 487856 623447 328454 239244 269145 295075 463864 115286 804364 132696 229352 316190 205775 302843 635679 190907 284025 111323 259995 189818 123821 227476 144942 169084 270592 452761 336896 249507 243032 155848 286097
129230 209100 153173 205779 209781 229335 314953 265205 366284 188863 160907 149156 164350 199193 88584.484121 132696 341877 149792 223138 121761 182740 243970 102526 183110 79865.281378 194021 91548.173281 77006.829603 134314 83852.47069 100303 154105 272304 205845 152475 141847 98567.010479 180636
201479 377473 348355 415252 336818 406377 704516 542354 607768 352456 302857 301401 277757 528197 156824 229352 149792 1022220 441161 229467 358406 696972 190220 353946 134948 325678 232039 136798 236559 153479 187672 299409 526791 415243 268992 245169 176654 339276
257722 609738 542683 582808 563985 564352 940059 880239 1000430 539265 400579 486120 450516 725884 226340 316190 223138 441161 1813640 372429 479661 787325 301788 467891 224820 449502 280591 171940 337584 254331 250689 376605 748796 519159 340893 402913 246244 454144
178332 362134 258210 351153 290231 330617 556147 461901 539834 310870 215241 254279 226919 337523 119426 205775 121761 229467 372429 479987 268594 548692 191527 276185 126054 249141 166567 119102 192760 149436 153073 235488 440753 311024 230946 228061 154018 267933
241788 518933 378926 514888 435664 448350 764770 586270 833921 469257 349103 362202 332552 655497 203187 302843 182740 358406 479661 268594 1015260 866146 269289 408199 175118 342326 250886 168490 287135 186209 212689 343490 603845 495149 350721 306878 203898 428772
422214 1020640 724313 808509 740346 989340 1867160 1032880 1736840 953236 902624 408149 542244 1550980 306789 635679 243970 696972 787325 548692 866146 22534000 504776 728092 275780 588573 371008 254428 391716 338088 329141 663170 977680 711081 727567 575946 430279 459749
161117 383548 261146 330696 299155 299943 526126 415745 525667 260117 221245 246258 260668 429414 120755 190907 102526 190220 301788 191527 269289 504776 556151 264034 115377 263402 140428 109432 234314 140807 136444 233887 425806 327124 260344 225678 143966 262178
235236 525152 372376 502921 452263 406306 819386 673113 867776 446769 344378 360689 405549 582584 189272 284025 183110 353946 467891 276185 408199 728092 264034 1013900 183472 379073 238451 178033 286508 185940 224180 349985 604893 466632 347755 335315 210941 398287
92441.588095 246020 173446 204430 194584 215173 348670 271376 295863 172384 145620 178035 170481 254057 84559.93827 111323 79865.281378 134948 224820 126054 175118 275780 115377 183472 284403 154647 107102 71653.613388 128500 93931.558268 81752.178799 139570 278549 216169 140184 141248 91896.428371 176578
216870 509664 360619 470810 436555 457597 712473 622922 713285 436691 362792 347243 398957 506328 188349 259995 194021 325678 449502 249141 342326 588573 263402 379073 154647 1010270 224953 170773 281596 194857 226579 345342 663694 441823 377180 341600 257080 381265
128983 358506 234583 313472 282772 294350 463185 388486 533215 242497 237256 240224 231213 319096 107415 189818 91548.173281 232039 280591 166567 250886 371008 140428 238451 107102 224953 424509 115968 172525 127559 140907 220412 409119 278908 233319 195377 118939 231668
88934.189689 212364 133989 221745 188703 214828 349701 257218 366818 180472 142451 160179 164614 229570 85347.397818 123821 77006.829603 136798 171940 119102 168490 254428 109432 178033 71653.613388 170773 115968 255913 121354 87812.495907 84377.109012 143624 266072 189606 158676 142117 95069.672738 188723
187409 417129 303182 384708 334571 394704 617350 487184 693445 324422 273298 275757 320879 492895 110945 227476 134314 236559 337584 192760 287135 391716 234314 286508 128500 281596 172525 121354 906467 156012 187232 276651 504447 326659 314756 277660 163372 342005
100703 275689 191559 234767 246148 286484 406887 330296 370875 228492 185178 187495 195160 275795 88079.126801 144942 83852.47069 153479 254331 149436 186209 338088 140807 185940 93931.558268 194857 127559 87812.495907 156012 300892 110987 170670 320518 240780 166637 161882 92130.154154 189444
170312 270457 234049 262064 230687 278709 394712 397548 409937 269512 200011 192408 204091 383980 105970 169084 100303 187672 250689 153073 212689 329141 136444 224180 81752.178799 226579 140907 84377.109012 187232 110987 492261 213038 371064 244528 210273 180123 118325 239232
205064 476811 339713 430982 409053 407869 693353 546712 716260 395810 302603 336533 320514 576034 159916 270592 154105 299409 376605 235488 343490 663170 233887 349985 139570 345342 220412 143624 276651 170670 213038 618805 578836 401709 327690 291404 185465 316308
